date,kospi,nasdaq,euro_stoxx,ftse,nikkei,korea_bond_03,korea_bond_10,america_bond_03,america_bond_10,gold,brazil,taiwan,india
2017-01-04,2045.64,5477.01,3317.52,7189.74,19594.16,110830.0,65390.0,84.4,104.89,1163.8,61589.0,9286.9599609375,26633.130859375
2017-01-05,2041.95,5487.94,3316.47,7195.31,19520.69,110910.0,65570.0,84.46,105.57,1180.48,62071.0,9358.1396484375,26878.240234375
2017-01-06,2049.12,5521.06,3321.17,7210.05,19454.33,110915.0,65645.0,84.39,105.09,1172.81,61665.0,9372.2197265625,26759.23046875
2017-01-09,2048.78,5531.82,3308.97,7237.77,19377.885000000002,110775.0,65150.0,84.46,105.49,1181.27,61700.0,9342.419921875,26726.55078125
2017-01-10,2045.12,5551.82,3306.21,7275.47,19301.44,110815.0,65345.0,84.43,105.44,1187.74,62132.0,9349.6396484375,26899.560546875
2017-01-11,2075.17,5563.65,3307.94,7290.49,19364.67,110840.0,65275.0,84.47,105.56,1191.85,62446.0,9345.740234375,27140.41015625
2017-01-12,2087.14,5547.49,3286.7,7292.37,19134.7,110930.0,65560.0,84.5,105.62,1195.66,63954.0,9410.1796875,27247.16015625
2017-01-13,2076.79,5574.12,3324.34,7337.81,19287.28,110945.0,65445.0,84.46,105.39,1197.66,63652.0,9378.830078125,27238.060546875
2017-01-16,2064.17,5556.424999999999,3294.53,7327.13,19095.24,110930.0,65340.0,84.49,105.655,1203.17,63831.0,9292.330078125,27288.169921875
2017-01-17,2071.87,5538.73,3285.04,7220.38,18813.53,110930.0,65440.0,84.52,105.92,1216.54,64354.0,9354.5302734375,27235.66015625
2017-01-18,2070.54,5555.65,3294.0,7247.61,18894.37,110905.0,65325.0,84.44,105.17,1203.64,64150.0,9341.9697265625,27257.640625
2017-01-19,2072.79,5540.08,3290.33,7208.44,19072.25,110815.0,65050.0,84.41,104.77,1205.14,63951.0,9318.1201171875,27308.599609375
2017-01-20,2065.61,5555.33,3299.44,7198.44,19137.91,110865.0,65270.0,84.46,104.82,1209.96,64521.0,9331.4599609375,27034.5
2017-01-23,2065.99,5552.94,3273.04,7151.18,18891.03,110930.0,65295.0,84.54,105.37,1217.48,65749.0,9424.0498046875,27117.33984375
2017-01-24,2065.76,5600.96,3281.53,7150.34,18787.99,110955.0,65475.0,84.49,104.97,1208.81,65840.0,9447.9501953125,27375.580078125
2017-01-25,2066.94,5656.34,3326.15,7164.43,19057.5,110930.0,65265.0,84.47,104.45,1200.31,66015.5,9444.1541015625,27708.140625
2017-01-26,2083.59,5655.18,3319.13,7161.49,19402.39,110800.0,64920.0,84.48,104.59,1188.57,66191.0,9440.3580078125,27682.05078125
2017-01-31,2067.57,5614.79,3230.68,7099.15,19041.34,110855.0,65135.0,84.54,105.05,1210.63,64671.0,9436.5619140625,27655.9609375
2017-02-01,2080.48,5642.65,3258.92,7107.65,19148.08,110835.0,65080.0,84.46,104.69,1209.49,64836.0,9432.7658203125,28141.640625
2017-02-02,2071.01,5636.2,3253.61,7140.75,18914.58,110870.0,65170.0,84.49,104.73,1215.93,64578.0,9428.9697265625,28226.609375
2017-02-03,2073.16,5666.77,3273.11,7188.3,18918.2,110830.0,65025.0,84.46,104.81,1219.88,64954.0,9455.5595703125,28240.51953125
2017-02-06,2077.66,5663.55,3238.31,7172.15,18976.71,110890.0,65195.0,84.55,105.31,1235.59,63993.0,9538.009765625,28439.279296875
2017-02-07,2075.21,5674.22,3235.71,7186.22,18910.78,111010.0,65315.0,84.53,105.5,1233.72,64199.0,9554.5595703125,28335.16015625
2017-02-08,2065.08,5682.45,3238.04,7188.82,19007.6,110985.0,65240.0,84.61,105.93,1241.99,64835.0,9543.25,28289.919921875
2017-02-09,2065.88,5715.18,3277.79,7229.5,18907.67,111090.0,65425.0,84.54,105.3,1230.89,64965.0,9590.1796875,28329.69921875
2017-02-10,2075.08,5734.13,3270.83,7258.75,19378.93,110935.0,65160.0,84.53,105.23,1234.12,66125.0,9665.58984375,28334.25
2017-02-13,2078.65,5763.96,3305.23,7278.92,19459.15,110960.0,65245.0,84.51,105.07,1225.44,66968.0,9710.3203125,28351.619140625
2017-02-14,2074.57,5782.57,3308.89,7268.56,19238.98,110950.0,65315.0,84.45,104.69,1228.61,66713.0,9718.7802734375,28339.310546875
2017-02-15,2083.86,5819.44,3323.71,7302.41,19437.98,110990.0,65205.0,84.42,104.49,1232.94,67976.0,9799.759765625,28155.560546875
2017-02-16,2081.84,5814.9,3311.04,7277.92,19347.53,110985.0,65245.0,84.46,104.91,1239.14,67814.0,9771.25,28301.26953125
2017-02-17,2080.58,5838.58,3308.81,7299.96,19234.62,111025.0,65305.0,84.52,105.19,1235.29,67748.0,9759.759765625,28468.75
2017-02-20,2084.39,5852.264999999999,3312.39,7299.86,19251.08,110990.0,65100.0,84.525,105.16499999999999,1238.38,68533.0,9753.2001953125,28661.580078125
2017-02-21,2102.93,5865.95,3339.33,7274.83,19381.44,110950.0,65005.0,84.53,105.14,1235.97,69052.0,9763.9296875,28761.58984375
2017-02-22,2106.61,5860.63,3339.27,7302.25,19379.87,110890.0,64800.0,84.55,105.31,1237.69,68590.0,9778.7802734375,28864.7109375
2017-02-23,2107.63,5835.51,3333.96,7271.37,19371.46,110930.0,65005.0,84.59,105.59,1249.41,67461.0,9769.3095703125,28892.970703125
2017-02-24,2094.12,5845.31,3304.09,7243.7,19283.54,111025.0,65230.0,84.63,106.08,1256.94,66662.0,9750.4697265625,28852.92578125
2017-02-27,2085.52,5861.9,3309.3,7253.0,19107.47,111060.0,65135.0,84.56,105.7,1252.76,66393.0,9730.9130859375,28812.880859375
2017-02-28,2091.64,5825.44,3319.61,7263.44,19118.99,111045.0,65280.0,84.52,105.65,1248.59,66124.0,9711.3564453125,28743.3203125
2017-03-02,2102.65,5861.22,3384.71,7382.35,19564.8,110935.0,64915.0,84.31,104.47,1235.3,65855.0,9691.7998046875,28839.7890625
2017-03-03,2078.75,5870.75,3403.39,7374.26,19469.17,110895.0,64875.0,84.33,104.57,1234.3,66786.0,9648.2099609375,28832.44921875
2017-03-06,2081.36,5849.18,3387.46,7350.12,19379.14,110850.0,64685.0,84.35,104.55,1225.96,66341.0,9682.6298828125,29048.189453125
2017-03-07,2094.05,5833.93,3385.12,7338.99,19344.15,110795.0,64460.0,84.32,104.4,1215.67,65742.0,9738.0703125,28999.560546875
2017-03-08,2095.41,5837.55,3389.62,7334.61,19254.03,110465.0,64510.0,84.25,104.05,1207.58,64718.0,9753.4501953125,28901.939453125
2017-03-09,2091.06,5838.81,3409.89,7314.96,19318.58,110485.0,64490.0,84.24,103.76,1200.83,64585.0,9658.6103515625,28929.130859375
2017-03-10,2097.35,5861.73,3416.27,7343.08,19604.61,110485.0,64490.0,84.29,103.98,1204.55,64675.0,9627.8896484375,28946.23046875
2017-03-13,2117.59,5875.78,3415.49,7367.08,19633.75,110595.0,64545.0,84.25,103.72,1204.05,65534.0,9697.33984375,29194.4306640625
2017-03-14,2133.78,5856.82,3399.43,7357.85,19609.5,110640.0,64655.0,84.24,103.83,1199.08,64699.0,9744.2099609375,29442.630859375
2017-03-15,2133.0,5900.05,3409.32,7368.64,19577.38,110650.0,64745.0,84.4,104.74,1219.4,66235.0,9740.3095703125,29398.109375
2017-03-16,2150.08,5900.76,3439.96,7415.95,19590.14,110825.0,65255.0,84.34,104.45,1226.78,65783.0,9837.830078125,29585.849609375
2017-03-17,2164.58,5901.0,3448.41,7424.96,19521.59,110945.0,65240.0,84.38,104.73,1229.15,64210.0,9908.6904296875,29648.990234375
2017-03-20,2157.01,5901.53,3437.48,7429.81,19488.735,110980.0,65240.0,84.43,104.99,1233.9,64884.0,9912.9697265625,29518.740234375
2017-03-21,2178.38,5793.82,3429.62,7378.34,19455.88,110985.0,65245.0,84.47,105.33,1245.0,62980.0,9972.490234375,29485.44921875
2017-03-22,2168.3,5821.64,3420.7,7324.72,19041.38,110995.0,65440.0,84.49,105.53,1249.35,63521.0,9922.66015625,29167.6796875
2017-03-23,2172.72,5817.69,3452.18,7340.71,19085.31,111010.0,65435.0,84.49,105.42,1245.3,63531.0,9930.740234375,29332.16015625
2017-03-24,2168.95,5828.74,3444.15,7336.82,19262.53,110950.0,65325.0,84.49,105.48,1244.17,63854.0,9902.98046875,29421.400390625
2017-03-27,2155.66,5840.37,3437.14,7293.5,18985.59,111030.0,65480.0,84.52,105.74,1254.3,64308.0,9876.76953125,29237.150390625
2017-03-28,2163.31,5875.14,3465.07,7343.42,19202.87,111040.0,65425.0,84.48,105.38,1251.63,64640.0,9876.4501953125,29409.51953125
2017-03-29,2166.98,5897.55,3475.27,7373.72,19217.48,111005.0,65360.0,84.53,105.68,1252.45,65528.0,9856.25,29531.4296875
2017-03-30,2164.64,5914.34,3481.58,7369.52,19063.22,111050.0,65285.0,84.51,105.38,1243.3,65266.0,9848.150390625,29647.419921875
2017-03-31,2160.23,5911.74,3500.93,7322.92,18909.26,111090.0,65400.0,84.52,105.59,1249.13,64984.0,9811.51953125,29620.5
2017-04-03,2167.51,5894.68,3472.94,7282.69,18983.23,111010.0,65400.0,84.54,105.95,1253.35,65211.0,9857.506510416666,29910.220703125
2017-04-04,2161.1,5898.61,3481.66,7321.82,18810.25,111120.0,65590.0,84.51,105.8,1256.22,65769.0,9903.493489583334,29942.23046875
2017-04-05,2160.85,5864.48,3472.58,7331.68,18861.27,111110.0,65515.0,84.51,106.0,1255.3,64775.0,9949.48046875,29974.240234375
2017-04-06,2152.75,5878.95,3489.57,7303.2,18597.06,111095.0,65330.0,84.53,105.93,1251.8,64223.0,9897.7998046875,29927.33984375
2017-04-07,2151.73,5877.81,3495.8,7349.37,18664.63,111020.0,65295.0,84.42,105.61,1254.05,64593.0,9873.3701171875,29706.609375
2017-04-10,2133.32,5880.93,3480.44,7348.94,18797.88,110905.0,64975.0,84.46,105.8,1254.73,64650.0,9882.5400390625,29575.740234375
2017-04-11,2123.85,5866.77,3470.04,7365.5,18747.87,110930.0,65245.0,84.54,106.29,1274.44,64360.0,9832.419921875,29788.349609375
2017-04-12,2128.91,5836.16,3468.51,7348.99,18552.61,110970.0,65240.0,84.6,106.62,1286.6,63892.0,9817.6796875,29643.48046875
2017-04-13,2148.61,5805.15,3448.26,7327.59,18426.84,111075.0,65480.0,84.64,106.94,1287.74,62826.0,9836.6796875,29461.44921875
2017-04-14,2134.88,5830.969999999999,3435.4333333333334,7267.56,18335.63,111095.0,65315.0,84.63499999999999,106.85499999999999,1285.69,63580.5,9732.9296875,29437.5546875
2017-04-17,2145.76,5856.79,3422.606666666667,7207.53,18355.26,111135.0,65490.0,84.63,106.77,1284.8,64335.0,9716.400390625,29413.66015625
2017-04-18,2148.46,5849.47,3409.78,7147.5,18418.59,111115.0,65415.0,84.7,107.38,1289.64,64159.0,9746.5595703125,29319.099609375
2017-04-19,2138.4,5863.03,3420.99,7114.36,18432.2,111185.0,65625.0,84.66,107.1,1279.66,63407.0,9639.9404296875,29336.5703125
2017-04-20,2149.15,5916.78,3440.03,7118.54,18430.49,111145.0,65570.0,84.65,106.86,1281.85,63761.0,9632.6904296875,29422.390625
2017-04-21,2165.04,5910.52,3440.27,7114.55,18620.75,111140.0,65480.0,84.69,106.91,1284.5,64075.0,9717.41015625,29365.30078125
2017-04-24,2173.74,5983.82,3577.38,7264.68,18875.88,111060.0,65240.0,84.6,106.69,1275.3,64389.0,9717.9501953125,29655.83984375
2017-04-25,2196.85,6025.49,3583.16,7275.64,19079.33,111095.0,65370.0,84.52,106.14,1263.76,65148.0,9841.7099609375,29943.240234375
2017-04-26,2207.84,6025.23,3578.71,7288.72,19289.43,111065.0,65265.0,84.55,106.42,1269.05,64862.0,9856.4501953125,30133.349609375
2017-04-27,2209.46,6048.94,3563.29,7237.17,19251.87,111110.0,65340.0,84.58,106.49,1264.6,64677.0,9860.6201171875,30029.740234375
2017-04-28,2205.44,6047.61,3559.59,7203.94,19196.74,111165.0,65355.0,84.62,106.6,1268.15,65403.0,9872.0,29918.400390625
2017-05-02,2219.67,6095.37,3578.21,7250.05,19445.7,111115.0,65110.0,84.53,106.43,1256.9,66722.0,9941.26953125,29921.1796875
2017-05-04,2241.24,6075.34,3627.88,7248.1,19670.7,111150.0,65270.0,84.46,105.97,1227.75,64863.0,9967.6396484375,30126.2109375
2017-05-08,2292.76,6102.66,3642.11,7300.86,19895.7,111105.0,65175.0,84.45,105.73,1226.3,65526.0,9937.25,29926.150390625
2017-05-10,2270.12,6129.14,3645.74,7385.24,19900.09,111035.0,64885.0,84.43,105.57,1219.15,67350.0,9968.3203125,30248.169921875
2017-05-11,2296.37,6115.96,3623.55,7386.63,19961.55,110940.0,64855.0,84.44,105.65,1224.85,67538.0,10001.48046875,30250.98046875
2017-05-12,2286.02,6121.23,3637.52,7435.39,19883.9,111000.0,64965.0,84.54,106.19,1228.83,68222.0,9986.8203125,30188.150390625
2017-05-15,2290.65,6149.67,3641.88,7454.37,19869.85,111045.0,64925.0,84.53,106.12,1230.71,68474.0,10036.8203125,30322.119140625
2017-05-16,2295.33,6169.87,3641.89,7522.03,19919.82,111080.0,64940.0,84.53,106.26,1236.8,68684.0,10031.490234375,30582.599609375
2017-05-17,2293.08,6011.24,3584.83,7503.47,19814.88,111100.0,65180.0,84.62,107.11,1260.74,67540.0,10013.669921875,30658.76953125
2017-05-18,2286.82,6055.13,3562.22,7436.42,19553.86,111210.0,65210.0,84.58,107.08,1247.05,61597.0,9969.4501953125,30434.7890625
2017-05-19,2288.48,6083.7,3587.01,7470.71,19590.76,111260.0,65200.0,84.6,107.05,1255.55,62639.0,9947.6201171875,30464.919921875
2017-05-22,2304.03,6133.62,3576.53,7496.34,19678.28,111240.0,65125.0,84.57,106.93,1260.46,61673.0,9997.259765625,30570.970703125
2017-05-23,2311.74,6138.71,3595.03,7485.29,19613.28,111235.0,65150.0,84.54,106.65,1251.16,62662.0,10007.83984375,30365.25
2017-05-24,2317.34,6163.02,3586.62,7514.9,19742.98,111220.0,65125.0,84.59,106.87,1258.55,63257.0,10044.419921875,30301.640625
2017-05-25,2342.93,6205.26,3584.55,7517.71,19813.13,111240.0,65230.0,84.59,106.93,1255.76,63227.0,10108.490234375,30750.029296875
2017-05-26,2355.3,6210.19,3579.02,7547.63,19686.84,111280.0,65300.0,84.58,107.0,1267.05,64085.0,10101.9501953125,31028.2109375
2017-05-29,2352.97,6206.69,3578.95,7537.07,19682.57,111200.0,65250.0,84.595,107.13499999999999,1266.97,63761.0,10081.5400390625,31109.279296875
2017-05-30,2343.68,6203.19,3561.22,7526.51,19677.85,111265.0,65395.0,84.61,107.27,1263.1,63962.0,10061.1298828125,31159.400390625
2017-05-31,2347.38,6198.52,3554.59,7519.95,19650.57,111360.0,65465.0,84.62,107.32,1268.59,62711.0,10040.7197265625,31145.80078125
2017-06-01,2344.61,6246.83,3567.02,7543.77,19860.03,111380.0,65470.0,84.54,107.1,1265.64,62289.0,10087.419921875,31137.58984375
2017-06-02,2371.72,6305.8,3591.82,7547.63,20177.28,111390.0,65490.0,84.6,107.57,1279.98,62511.0,10152.5302734375,31273.2890625
2017-06-05,2368.62,6295.68,3579.55,7525.76,20170.82,111485.0,65660.0,84.53,107.39,1279.95,62450.0,10226.83984375,31309.490234375
2017-06-07,2360.14,6297.38,3548.84,7478.62,19984.62,111040.0,65760.0,84.53,107.53,1286.91,63171.0,10209.990234375,31271.279296875
2017-06-08,2363.57,6321.76,3563.88,7449.98,19909.26,110930.0,65635.0,84.51,107.36,1278.9,62756.0,10225.7802734375,31213.359375
2017-06-09,2381.69,6207.92,3586.07,7527.33,20013.26,110945.0,65685.0,84.48,107.26,1266.4,62211.0,10199.650390625,31262.060546875
2017-06-12,2357.87,6175.47,3543.95,7511.87,19908.58,110860.0,65370.0,84.47,107.24,1265.74,61700.0,10109.9599609375,31095.69921875
2017-06-13,2374.7,6220.37,3557.87,7500.44,19898.75,110970.0,65655.0,84.47,107.28,1265.85,61829.0,10128.150390625,31103.490234375
2017-06-14,2372.64,6194.89,3547.15,7474.4,19883.52,110965.0,65700.0,84.51,107.84,1261.18,61923.0,10072.4599609375,31155.91015625
2017-06-15,2361.65,6165.5,3525.46,7419.36,19831.82,110965.0,65910.0,84.48,107.65,1254.0,61774.5,10088.349609375,31075.73046875
2017-06-16,2361.83,6151.76,3543.88,7463.54,19943.26,110880.0,65725.0,84.52,107.71,1253.63,61626.0,10156.73046875,31056.400390625
2017-06-19,2370.9,6239.01,3579.58,7523.81,20067.75,110910.0,65740.0,84.47,107.41,1243.25,62014.0,10250.599609375,31311.5703125
2017-06-20,2369.23,6188.03,3560.66,7472.71,20230.41,110990.0,65815.0,84.48,107.68,1243.19,60766.0,10324.4599609375,31297.529296875
2017-06-21,2357.53,6233.95,3554.35,7447.79,20138.79,110915.0,65825.0,84.49,107.67,1246.55,60762.0,10349.7197265625,31283.640625
2017-06-22,2370.37,6236.69,3555.76,7439.29,20110.51,110980.0,65895.0,84.5,107.77,1250.62,61272.0,10399.0595703125,31290.740234375
2017-06-23,2378.6,6265.25,3543.68,7424.13,20132.67,110905.0,65900.0,84.55,107.8,1256.9,61087.0,10377.7001953125,31138.2109375
2017-06-26,2388.66,6247.15,3561.76,7446.8,20153.35,111005.0,65920.0,84.55,107.89,1244.45,62188.0,10513.9599609375,31048.23046875
2017-06-27,2391.95,6146.62,3538.32,7434.36,20225.09,110910.0,65925.0,84.5,107.36,1247.1,61675.0,10512.0595703125,30958.25
2017-06-28,2382.56,6234.41,3535.7,7387.8,20130.41,110825.0,65600.0,84.54,107.26,1249.32,62018.0,10390.5498046875,30834.3203125
2017-06-29,2395.66,6144.35,3471.33,7350.32,20220.3,110920.0,65605.0,84.49,106.86,1245.74,62239.0,10421.650390625,30857.51953125
2017-06-30,2391.79,6140.42,3441.88,7312.72,20033.43,110920.0,65440.0,84.49,106.61,1241.6,62900.0,10395.0703125,30921.609375
2017-07-03,2394.48,6110.06,3491.81,7377.09,20055.8,110880.0,65305.0,84.36,106.06,1220.46,63280.0,10412.7900390625,31221.619140625
2017-07-04,2380.52,6130.455,3479.47,7357.23,20032.35,110785.0,65110.0,84.375,106.1,1223.97,63232.0,10347.7802734375,31209.7890625
2017-07-05,2388.35,6150.85,3478.41,7367.6,20081.63,110830.0,65115.0,84.39,106.14,1226.95,63154.0,10404.7900390625,31245.560546875
2017-07-06,2387.81,6089.46,3462.06,7337.28,19994.06,110765.0,65110.0,84.41,105.94,1225.15,62470.0,10368.2001953125,31369.33984375
2017-07-07,2379.87,6153.08,3463.84,7350.92,19929.09,110740.0,64855.0,84.4,105.77,1212.9,62322.0,10297.25,31360.630859375
2017-07-10,2382.1,6176.39,3478.06,7370.03,20080.98,110730.0,65030.0,84.44,105.91,1214.35,63025.0,10289.91015625,31715.640625
2017-07-11,2396.0,6193.31,3464.48,7329.76,20195.48,110805.0,65120.0,84.47,106.05,1217.69,63832.0,10415.5703125,31747.08984375
2017-07-12,2391.77,6261.17,3515.23,7416.93,20098.38,110835.0,65155.0,84.51,106.36,1220.0,64836.0,10420.6796875,31804.8203125
2017-07-13,2409.49,6274.44,3527.83,7413.44,20099.81,110910.0,65385.0,84.47,106.25,1217.45,65178.0,10460.150390625,32037.380859375
2017-07-14,2414.63,6312.47,3525.94,7378.39,20118.86,110820.0,65295.0,84.51,106.4,1228.98,65436.0,10443.91015625,32020.75
2017-07-17,2425.1,6314.43,3516.35,7404.13,20063.5,110890.0,65195.0,84.52,106.53,1234.4,65212.0,10457.5400390625,32074.779296875
2017-07-18,2426.04,6344.31,3478.68,7390.22,19999.91,110915.0,65315.0,84.54,106.92,1242.46,65338.0,10481.259765625,31710.990234375
2017-07-19,2429.94,6385.04,3500.28,7430.91,20020.86,110925.0,65345.0,84.54,106.92,1240.87,65180.0,10506.099609375,31955.349609375
2017-07-20,2441.84,6390.0,3499.49,7487.87,20144.59,110950.0,65380.0,84.54,106.95,1244.74,64938.0,10499.3603515625,31904.400390625
2017-07-21,2450.06,6387.75,3451.71,7452.91,20099.75,110960.0,65495.0,84.58,107.14,1254.9,64684.0,10436.7001953125,32028.890625
2017-07-24,2451.53,6410.81,3453.17,7377.73,19975.67,110970.0,65510.0,84.55,107.07,1255.24,65100.0,10461.2802734375,32245.869140625
2017-07-25,2439.9,6412.17,3473.54,7434.82,19955.2,111070.0,65565.0,84.5,106.47,1249.05,65668.0,10463.150390625,32228.26953125
2017-07-26,2434.51,6422.75,3491.19,7452.32,20050.16,110950.0,65355.0,84.56,106.81,1261.1,65011.0,10419.1103515625,32382.4609375
2017-07-27,2443.24,6382.19,3493.14,7443.01,20079.64,111095.0,65535.0,84.54,106.64,1259.0,65277.0,10508.3701171875,32383.30078125
2017-07-28,2400.99,6374.68,3467.73,7368.37,19959.84,111100.0,65410.0,84.59,106.82,1269.25,65497.0,10423.0498046875,32309.880859375
2017-07-31,2402.71,6348.12,3449.36,7372.0,19925.18,111095.0,65475.0,84.58,106.85,1269.55,65920.0,10427.330078125,32514.939453125
2017-08-01,2422.96,6362.94,3477.39,7423.66,19985.79,111035.0,65330.0,84.54,106.95,1269.05,66516.0,10437.2900390625,32575.169921875
2017-08-02,2427.63,6362.65,3459.32,7411.43,20080.04,111060.0,65390.0,84.5,106.85,1266.7,67136.0,10519.26953125,32476.740234375
2017-08-03,2386.85,6340.34,3466.37,7474.77,20029.26,111000.0,65385.0,84.53,107.22,1268.65,66777.0,10469.8798828125,32237.880859375
2017-08-04,2395.45,6351.56,3507.41,7511.71,19952.33,111000.0,65355.0,84.5,106.93,1258.6,66898.0,10506.5595703125,32325.41015625
2017-08-07,2398.75,6383.77,3505.8,7531.94,20055.89,111000.0,65215.0,84.53,106.99,1257.69,67940.0,10579.3798828125,32273.669921875
2017-08-08,2394.73,6370.46,3515.63,7542.73,19996.01,110915.0,65015.0,84.53,106.9,1260.64,67899.0,10568.9697265625,32014.189453125
2017-08-09,2368.39,6352.33,3468.45,7498.06,19738.71,110800.0,64885.0,84.52,107.03,1277.55,67671.0,10470.3798828125,31797.83984375
2017-08-10,2359.47,6216.87,3433.54,7389.94,19729.74,110825.0,64785.0,84.55,107.43,1286.9,66992.0,10329.740234375,31531.330078125
2017-08-11,2319.71,6256.56,3406.34,7309.96,19633.42,110800.0,65065.0,84.66,107.55,1289.21,67359.0,10329.5703125,31213.58984375
2017-08-14,2334.22,6340.23,3450.66,7353.89,19537.1,110830.0,65225.0,84.59,107.29,1281.95,68285.0,10225.2802734375,31449.029296875
2017-08-16,2348.26,6345.11,3484.57,7433.03,19729.28,110835.0,64945.0,84.6,107.17,1283.1,68594.0,10290.3896484375,31770.890625
2017-08-17,2361.67,6221.91,3461.97,7387.87,19702.63,110895.0,65055.0,84.62,107.55,1288.01,67977.0,10369.3701171875,31795.4609375
2017-08-18,2358.37,6216.53,3446.03,7323.98,19470.41,110955.0,65090.0,84.61,107.57,1284.5,68715.0,10321.330078125,31524.6796875
2017-08-21,2355.0,6213.13,3423.53,7318.88,19393.13,110955.0,65120.0,84.63,107.64,1291.22,68635.0,10326.3896484375,31258.849609375
2017-08-22,2365.33,6297.48,3455.59,7381.74,19383.84,110915.0,65120.0,84.62,107.43,1284.72,70011.0,10392.0703125,31291.849609375
2017-08-23,2366.4,6278.41,3438.63,7382.65,19434.64,110910.0,65100.0,84.7,107.8,1290.62,70478.0,10406.8095703125,31568.009765625
2017-08-24,2375.84,6271.33,3444.73,7407.06,19353.77,110945.0,65220.0,84.62,107.63,1286.33,71133.0,10488.9599609375,31596.060546875
2017-08-25,2378.51,6265.64,3438.55,7401.46,19452.61,111055.0,65400.0,84.65,107.81,1291.15,71074.0,10515.509765625,31673.4404296875
2017-08-28,2370.3,6283.02,3421.03,7369.445,19449.9,111055.0,65425.0,84.62,107.91,1310.49,71017.0,10525.98046875,31750.8203125
2017-08-29,2364.74,6301.89,3388.22,7337.43,19362.55,111055.0,65400.0,84.66,108.16,1309.5,71330.0,10496.5703125,31388.390625
2017-08-30,2372.29,6368.31,3403.71,7365.26,19506.54,111100.0,65490.0,84.68,108.07,1308.76,70886.0,10569.400390625,31646.4609375
2017-08-31,2363.19,6428.66,3421.47,7430.62,19646.24,111130.0,65420.0,84.68,108.24,1322.07,70835.0,10585.7802734375,31730.490234375
2017-09-01,2357.69,6435.33,3443.88,7438.5,19691.47,111135.0,65360.0,84.59,107.76,1324.97,71923.0,10594.8203125,31892.23046875
2017-09-04,2329.65,6405.45,3429.98,7411.47,19508.25,111035.0,65140.0,84.63,108.135,1334.67,72129.0,10569.8701171875,31702.25
2017-09-05,2326.62,6375.57,3420.86,7372.92,19385.81,111045.0,65130.0,84.67,108.51,1339.33,72151.0,10617.83984375,31809.55078125
2017-09-06,2319.82,6393.31,3433.8,7354.13,19357.97,111090.0,65320.0,84.66,108.25,1334.14,73412.0,10547.8603515625,31661.970703125
2017-09-07,2346.19,6397.87,3447.66,7396.98,19396.52,110750.0,65300.0,84.71,108.72,1349.2,73245.5,10538.509765625,31662.740234375
2017-09-08,2343.72,6360.19,3447.69,7377.6,19274.82,110860.0,65550.0,84.69,108.64,1346.71,73079.0,10609.9501953125,31687.51953125
2017-09-11,2359.08,6432.26,3495.19,7413.59,19545.77,110855.0,65495.0,84.61,108.02,1327.32,74319.0,10572.16015625,31882.16015625
2017-09-12,2365.47,6454.28,3512.56,7400.69,19776.62,110785.0,65465.0,84.57,107.76,1331.94,74539.0,10610.349609375,32158.66015625
2017-09-13,2360.18,6460.19,3523.14,7379.7,19865.82,110900.0,65490.0,84.55,107.54,1323.25,74788.0,10532.8798828125,32186.41015625
2017-09-14,2377.66,6429.08,3526.48,7295.39,19807.44,110915.0,65510.0,84.56,107.56,1329.83,74657.0,10553.5703125,32241.9296875
2017-09-15,2386.07,6448.47,3515.55,7215.47,19909.5,110930.0,65500.0,84.55,107.69,1319.62,75757.0,10580.41015625,32272.609375
2017-09-18,2418.21,6454.64,3526.74,7253.28,20126.0,110920.0,65440.0,84.5,107.27,1307.57,75990.0,10631.5703125,32423.759765625
2017-09-19,2416.05,6461.32,3531.18,7275.25,20299.38,110840.0,65310.0,84.51,107.15,1311.28,75974.0,10576.1396484375,32402.369140625
2017-09-20,2412.2,6456.04,3525.55,7271.95,20310.46,110780.0,65300.0,84.44,106.94,1301.15,76004.0,10519.169921875,32400.509765625
2017-09-21,2406.5,6422.69,3539.59,7263.9,20347.48,110765.0,65350.0,84.42,106.8,1291.39,75604.0,10578.4404296875,32370.0390625
2017-09-22,2388.71,6426.92,3541.42,7310.64,20296.45,110845.0,65370.0,84.44,106.99,1297.38,75390.0,10449.6796875,31922.439453125
2017-09-25,2380.4,6370.59,3537.81,7301.29,20397.58,110845.0,65390.0,84.49,107.31,1310.55,74443.0,10335.8896484375,31626.630859375
2017-09-26,2374.32,6380.16,3536.38,7285.74,20330.19,110725.0,65190.0,84.47,107.22,1293.89,74319.0,10257.01953125,31599.759765625
2017-09-27,2372.57,6453.26,3555.17,7313.51,20267.05,110575.0,64960.0,84.46,106.67,1281.12,73797.0,10326.6796875,31159.810546875
2017-09-28,2373.14,6453.45,3563.64,7322.82,20363.11,110465.0,64705.0,84.47,106.65,1287.3,73567.0,10296.4501953125,31282.48046875
2017-09-29,2394.47,6495.96,3594.85,7372.76,20356.28,110555.0,64810.0,84.45,106.52,1279.45,74294.0,10329.9404296875,31283.720703125
2017-10-10,2433.81,6587.25,3598.79,7538.27,20823.51,110415.0,64585.0,84.36,106.28,1287.85,76897.0,10485.5654296875,31924.41015625
2017-10-11,2458.16,6603.55,3607.39,7533.81,20881.27,110460.0,64625.0,84.35,106.4,1291.8,76660.0,10641.1904296875,31833.990234375
