date,gold,br,ind,tw,kor,uk,us,jp,kor10y,kor3y,us10y,us3y,euro
2022-11-02,0.64334595,-0.018757826,-0.17875728,0.08261102,0.9290103,0.86212146,-0.45192185,-1.0469788,0.5161857,0.3338101,0.4008229,0.2925477,1.3624
2022-11-03,0.15244105,-0.01841298,-0.18573144,0.06640065,1.6186919,0.9196157,-0.45289072,-1.0444554,0.5200356,0.33134133,0.39916468,0.28720176,-0.0338
2022-11-04,0.79515696,-0.020914251,-0.19329286,0.058102828,1.8341533,0.8659583,-0.4545124,-1.041932,0.5140117,0.3238774,0.3963542,0.28041965,-1.5953
2022-11-07,0.13210481,-0.017665895,-0.19456401,0.06172969,1.7564763,0.8469394,-0.452147,-1.0637938,0.52034944,0.3345346,0.3936906,0.28018022,-0.7687
2022-11-08,0.41050273,-0.032414984,-0.19613617500000002,0.07574949,0.52610147,0.85807353,-0.46518543,-1.0595227,0.51059115,0.32337838,0.39153707,0.27859128,0.1691
2022-11-09,0.63108265,0.009854047,-0.19770834,0.072559886,1.0266353,0.88263094,-0.4618261,-1.0893582,0.5141663,0.3272745,0.39010033,0.28031278,0.4511
2022-11-10,0.32015684,0.07867887,-0.20628114,0.06572591,0.89652747,0.90932596,-0.44460326,-1.0717956,0.5238508,0.33479446,0.39325926,0.28550303,0.7539
2022-11-11,-0.18614694,0.101212,-0.19606116,0.037965167,1.1578315,0.9269961,-0.43582517,-1.0918235,0.53449976,0.33882612,0.39843413,0.3030674,0.5536
2022-11-14,0.2602467,0.064987205,-0.19310492,0.007514377,0.67871684,0.89487785,-0.4518291,-1.0571285,0.55089176,0.35712647,0.4095173,0.3098412,-0.9755
2022-11-15,0.45965758,0.058232227500000004,-0.19805487,-0.02351557,0.3396545,0.9462162,-0.46829066,-1.0836688,0.5452835,0.35178852,0.412015,0.30843687,0.0204
2022-11-16,0.7277471,0.05147725,-0.20316993,-0.03952334,1.0094229,0.9843129,-0.4891003,-1.0495878,0.54999703,0.35555017,0.41317636,0.31028375,1.1294
2022-11-17,0.19686481,0.068230994,-0.21146055,-0.057690356,0.15157104,0.9758463,-0.5185107,-0.9910605,0.5417093,0.3473649,0.41705713,0.31237188,1.068
2022-11-18,0.96828884,0.068230994,-0.21606916,-0.071840964,0.66945875,0.96726704,-0.5477636,-0.9956546,0.54432553,0.34967142,0.41705713,0.31237188,0.7106
2022-11-21,0.15054056,0.068230994,-0.21606916,-0.071840964,0.097128905,1.0108533,-0.569402,-0.98999715,0.54432553,0.34967142,0.41705713,0.31237188,0.0379
2022-11-22,0.28744897,0.068230994,-0.21606916,-0.071840964,0.79577345,1.0082582,-0.58712715,-1.0032288,0.54432553,0.34967142,0.41705713,0.31237188,-1.3906
2022-11-23,0.21310166,0.068230994,-0.21606916,-0.071840964,0.16413319,0.9965179,-0.60112315,-1.0214112,0.54432553,0.34967142,0.41705713,0.31237188,0.5692
2022-11-24,1.4541632,0.068230994,-0.21606916,-0.071840964,-0.23377171,0.9974346,-0.5928633750000001,-1.0395936,0.54432553,0.34967142,0.41705713,0.31237188,2.1016
2022-11-25,0.31106287,0.068230994,-0.21606916,-0.071840964,0.30371767,1.0302455,-0.5846036,-1.0246575,0.54432553,0.34967142,0.41705713,0.31237188,-0.4677
2022-11-28,0.8343793,0.068230994,-0.21606916,-0.071840964,0.40901276,1.0028859,-0.5802895,-1.03569,0.54432553,0.34967142,0.41705713,0.31237188,1.056
2022-11-29,1.0205953,0.068230994,-0.21606916,-0.071840964,1.1073956,1.0573897,-0.60630566,-0.9657506,0.54432553,0.34967142,0.41705713,0.31237188,-0.4398
2022-11-30,1.0653971,0.068230994,-0.21606916,-0.071840964,1.1932579,1.0640626,-0.6165596,-1.0173266,0.54432553,0.34967142,0.41705713,0.31237188,2.2079
2022-12-01,0.41070578,0.068230994,-0.21606916,-0.071840964,0.15507397,1.0488814,-0.62680775,-0.99639535,0.54432553,0.34967142,0.41705713,0.31237188,1.4346
