date,gold,br,ind,tw,kor,uk,us,jp,kor10y,kor3y,us10y,us3y,euro
2022-12-02,0.34948775,0.068230994,-0.21606916,-0.071840964,0.6240623,1.041517,-0.5906602,-0.997023,0.54432553,0.34967142,0.41705713,0.31237188,0.4412
2022-12-05,0.94256586,0.068230994,-0.21606916,-0.071840964,0.4512403,1.0266654,-0.5996398,-1.0100971,0.54432553,0.34967142,0.41705713,0.31237188,1.0567
2022-12-06,0.22979191,0.068230994,-0.21606916,-0.071840964,0.8530358,1.0585027,-0.60438466,-1.008569,0.54432553,0.34967142,0.41705713,0.31237188,1.9565
2022-12-07,0.47791547,0.068230994,-0.21606916,-0.071840964,1.708449,1.038353,-0.61066407,-0.98679304,0.54432553,0.34967142,0.41705713,0.31237188,-0.6784
2022-12-08,1.3841199,0.068230994,-0.21606916,-0.071840964,1.834865,1.0268264,-0.61321646,-0.97959244,0.54432553,0.34967142,0.41705713,0.31237188,1.1767
2022-12-09,1.7092973,0.068230994,-0.21606916,-0.071840964,1.3721048,1.0670489,-0.6167236,-0.9665233,0.54432553,0.34967142,0.41705713,0.31237188,0.2099
2022-12-12,1.4515727,0.068230994,-0.21606916,-0.071840964,0.9107428,1.0393649,-0.6260612,-0.968529,0.54432553,0.34967142,0.41705713,0.31237188,0.9358
2022-12-13,1.5348597,0.068230994,-0.21606916,-0.071840964,0.5364314,1.0088667,-0.64207536,-0.9711281,0.54432553,0.34967142,0.41705713,0.31237188,-0.7789
2022-12-14,1.8551797,0.068230994,-0.21606916,-0.071840964,0.3185498,1.0176047,-0.65319777,-0.9562708,0.54432553,0.34967142,0.41705713,0.31237188,0.4928
2022-12-15,0.9844272,0.068230994,-0.21606916,-0.071840964,0.9920649,1.0301214,-0.65404606,-0.9521061,0.54432553,0.34967142,0.41705713,0.31237188,0.4277
2022-12-16,0.6452186,0.068230994,-0.21606916,-0.071840964,1.080494,0.97067964,-0.6555817,-0.9514991,0.54432553,0.34967142,0.41705713,0.31237188,-0.3739
2022-12-19,0.71390927,0.068230994,-0.21606916,-0.071840964,0.52061784,1.0128574,-0.66123986,-0.97981834,0.54432553,0.34967142,0.41705713,0.31237188,0.2612
2022-12-20,0.47687083,0.068230994,-0.21606916,-0.071840964,0.15587062,1.0182495,-0.6762103,-0.9574864,0.54432553,0.34967142,0.41705713,0.31237188,1.6668
2022-12-21,0.76058346,0.068230994,-0.21606916,-0.071840964,-0.31116268,1.0098829,-0.6838993,-0.9332684,0.54432553,0.34967142,0.41705713,0.31237188,-1.08
2022-12-22,1.9375259,0.068230994,-0.21606916,-0.071840964,0.9532234,0.9433334,-0.68195736,-0.91894686,0.54432553,0.34967142,0.41705713,0.31237188,1.9962
2022-12-23,1.6755124,0.068230994,-0.21606916,-0.071840964,0.098309524,0.94765854,-0.7075709,-0.6557461,0.54432553,0.34967142,0.41705713,0.31237188,-0.1096
2022-12-26,0.9795202,0.068230994,-0.21606916,-0.071840964,-0.12682542,0.96136888,-0.71125405,-0.40286067,0.54432553,0.34967142,0.41705713,0.31237188,-1.8075
2022-12-27,1.2075125,0.068230994,-0.21606916,-0.071840964,-0.07415705,0.97507922,-0.7149372,-0.39455286,0.54432553,0.34967142,0.41705713,0.31237188,-1.2013
2022-12-28,0.72889423,0.068230994,-0.21606916,-0.071840964,-0.16092473,0.98878956,-0.7242009,-0.42116332,0.54432553,0.34967142,0.41705713,0.31237188,2.5901
2022-12-29,0.20951998,0.068230994,-0.21606916,-0.071840964,-0.42206982,0.965839,-0.73542345,-0.44167718,0.54432553,0.34967142,0.41705713,0.31237188,1.0918
2022-12-30,0.49758804,0.068230994,-0.21606916,-0.071840964,-0.42206982,0.95749927,-0.73534197,-0.46084526,0.54432553,0.34967142,0.41705713,0.31237188,-0.412
